state_abbr,state_fips,state_name,region,division,year,is_forecast_year,fatal_shootings,population,log_population,population_growth_1yr,fatal_shootings_per_1m,year_index,post_2020,unarmed_share,gun_share,vehicle_share,mental_illness_share,body_camera_share,male_share,median_age,multi_agency_share,avg_agency_count,unique_agencies,race_W_share,race_B_share,race_H_share,race_A_share,race_N_share,race_O_share,threat_shoot_share,threat_threat_share,threat_point_share,threat_attack_share,threat_move_share,threat_flee_share,threat_undetermined_share,flee_not_fleeing_share,flee_car_share,flee_foot_share,flee_other_share,agency_type_local_police_share,agency_type_sheriff_share,agency_type_state_police_share,agency_type_federal_share,agency_type_local_other_share,agency_type_state_other_share,agency_type_other_share,fatal_shootings_lag1,fatal_shootings_lag2,fatal_shootings_lag3,fatal_rate_per_1m_lag1,fatal_rate_per_1m_lag2,fatal_rate_per_1m_lag3,fatal_shootings_roll3_avg,fatal_shootings_roll3_sd,fatal_rate_per_1m_roll3_avg,fatal_rate_per_1m_roll3_sd,fatal_count_lag1_delta,fatal_rate_lag1_delta,prev_national_rate_per_1m,prev_national_rate_expected_count,unarmed_share_lag1,unarmed_share_roll3_avg,gun_share_lag1,gun_share_roll3_avg,vehicle_share_lag1,vehicle_share_roll3_avg,mental_illness_share_lag1,mental_illness_share_roll3_avg,body_camera_share_lag1,body_camera_share_roll3_avg,male_share_lag1,male_share_roll3_avg,median_age_lag1,median_age_roll3_avg,multi_agency_share_lag1,multi_agency_share_roll3_avg,avg_agency_count_lag1,avg_agency_count_roll3_avg,unique_agencies_lag1,unique_agencies_roll3_avg,race_W_share_lag1,race_W_share_roll3_avg,race_B_share_lag1,race_B_share_roll3_avg,race_H_share_lag1,race_H_share_roll3_avg,race_A_share_lag1,race_A_share_roll3_avg,race_N_share_lag1,race_N_share_roll3_avg,race_O_share_lag1,race_O_share_roll3_avg,threat_shoot_share_lag1,threat_shoot_share_roll3_avg,threat_threat_share_lag1,threat_threat_share_roll3_avg,threat_point_share_lag1,threat_point_share_roll3_avg,threat_attack_share_lag1,threat_attack_share_roll3_avg,threat_move_share_lag1,threat_move_share_roll3_avg,threat_flee_share_lag1,threat_flee_share_roll3_avg,threat_undetermined_share_lag1,threat_undetermined_share_roll3_avg,flee_not_fleeing_share_lag1,flee_not_fleeing_share_roll3_avg,flee_car_share_lag1,flee_car_share_roll3_avg,flee_foot_share_lag1,flee_foot_share_roll3_avg,flee_other_share_lag1,flee_other_share_roll3_avg,agency_type_local_police_share_lag1,agency_type_local_police_share_roll3_avg,agency_type_sheriff_share_lag1,agency_type_sheriff_share_roll3_avg,agency_type_state_police_share_lag1,agency_type_state_police_share_roll3_avg,agency_type_federal_share_lag1,agency_type_federal_share_roll3_avg,agency_type_local_other_share_lag1,agency_type_local_other_share_roll3_avg,agency_type_state_other_share_lag1,agency_type_state_other_share_roll3_avg,agency_type_other_share_lag1,agency_type_other_share_roll3_avg,region_Midwest,region_Northeast,region_South,region_West,division_East_North_Central,division_East_South_Central,division_Middle_Atlantic,division_Mountain,division_New_England,division_Pacific,division_South_Atlantic,division_West_North_Central,division_West_South_Central
IA,19,Iowa,Midwest,West North Central,2025,True,,3238387,14.990586,0.002456,0.0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,2.785986,1.244269,1.873893,6.333333,2.054805,1.968049,0.632915,5.0,1.541717,3.455844,11.19136,0.0,0.0,0.666667,0.666667,0.0,0.0,0.333333,0.111111,0.111111,0.231481,1.0,1.0,41.0,35.0,0.0,0.138889,1.0,1.138889,5.0,5.333333,0.444444,0.648148,0.111111,0.148148,0.111111,0.037037,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.388889,0.0,0.055556,0.333333,0.305556,0.111111,0.092593,0.222222,0.074074,0.0,0.0,0.0,0.0,0.0,0.0,0.222222,0.157407,0.111111,0.092593,0.111111,0.037037,1.0,0.819048,0.0,0.180952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
ID,16,Idaho,West,Mountain,2015,False,7,1651059,14.316927,0.0,4.239703,0,0,0.0,1.0,0.0,0.0,0.428571,1.0,34.0,0.142857,1.142857,8,0.857143,0.0,0.142857,0.0,0.0,0.0,0.428571,0.0,0.428571,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2016,False,6,1682380,14.33572,0.01897,3.566376,1,0,0.0,0.833333,0.0,0.333333,0.333333,1.0,51.0,0.166667,1.166667,5,0.666667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.571429,0.428571,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.239703,0.0,0.0,7.0,0.0,4.239703,0.0,7.0,4.239703,3.103215,5.220788,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.428571,0.428571,1.0,1.0,34.0,34.0,0.142857,0.142857,1.142857,1.142857,8.0,8.0,0.857143,0.857143,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.428571,0.428571,0.0,0.0,0.428571,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2017,False,6,1717715,14.356505,0.021003,3.493013,2,0,0.166667,0.666667,0.0,0.0,0.166667,1.0,45.0,0.333333,1.5,8,0.666667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.166667,0.444444,0.555556,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,3.566376,4.239703,0.0,6.5,0.5,3.90304,0.336663,-1.0,-0.673327,2.96958,5.100892,0.0,0.0,0.833333,0.916667,0.0,0.0,0.333333,0.166667,0.333333,0.380952,1.0,1.0,51.0,42.5,0.166667,0.154762,1.166667,1.154762,5.0,6.5,0.666667,0.761905,0.0,0.0,0.333333,0.238095,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.297619,0.333333,0.166667,0.5,0.464286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.333333,0.238095,0.0,0.0,0.333333,0.166667,0.571429,0.535714,0.428571,0.464286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2018,False,13,1750536,14.375433,0.019107,7.426297,3,0,0.076923,0.461538,0.076923,0.153846,0.0,0.923077,35.0,0.076923,1.076923,11,0.769231,0.076923,0.0,0.0,0.076923,0.0,0.307692,0.307692,0.153846,0.230769,0.0,0.0,0.0,0.0,0.153846,0.230769,0.0,0.714286,0.142857,0.142857,0.0,0.0,0.0,0.0,6.0,6.0,7.0,3.493013,3.566376,4.239703,6.333333,0.471405,3.766364,0.336039,0.0,-0.073364,3.027827,5.30032,0.166667,0.055556,0.666667,0.833333,0.0,0.0,0.0,0.111111,0.166667,0.309524,1.0,1.0,45.0,43.333333,0.333333,0.214286,1.5,1.269841,8.0,7.0,0.666667,0.730159,0.0,0.0,0.166667,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.309524,0.333333,0.222222,0.0,0.309524,0.166667,0.055556,0.166667,0.055556,0.0,0.0,0.0,0.047619,0.0,0.0,0.166667,0.214286,0.0,0.0,0.166667,0.166667,0.444444,0.505291,0.555556,0.494709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2019,False,7,1787065,14.396085,0.020867,3.917037,4,0,0.0,0.571429,0.0,0.428571,0.142857,0.857143,33.0,0.142857,1.142857,8,0.714286,0.0,0.142857,0.0,0.0,0.0,0.142857,0.142857,0.428571,0.142857,0.0,0.142857,0.0,0.0,0.142857,0.0,0.0,0.5,0.375,0.125,0.0,0.0,0.0,0.0,13.0,6.0,6.0,7.426297,3.493013,3.566376,8.333333,3.299832,4.828562,1.83712,7.0,3.933284,3.036541,5.426496,0.076923,0.081197,0.461538,0.653846,0.076923,0.025641,0.153846,0.162393,0.0,0.166667,0.923077,0.974359,35.0,43.666667,0.076923,0.192308,1.076923,1.247863,11.0,8.0,0.769231,0.700855,0.076923,0.025641,0.0,0.166667,0.0,0.0,0.076923,0.025641,0.0,0.0,0.307692,0.269231,0.307692,0.324786,0.153846,0.217949,0.230769,0.132479,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.153846,0.217949,0.230769,0.076923,0.0,0.166667,0.714286,0.57672,0.142857,0.375661,0.142857,0.047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2020,False,6,1849328,14.430333,0.034841,3.244422,5,0,0.0,0.666667,0.0,0.0,0.333333,1.0,40.0,0.0,1.0,6,0.666667,0.0,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.0,0.0,0.166667,0.0,7.0,13.0,6.0,3.917037,7.426297,3.493013,8.666667,3.091206,4.945449,1.762745,-6.0,-3.50926,3.02523,5.594642,0.0,0.081197,0.571429,0.566545,0.0,0.025641,0.428571,0.194139,0.142857,0.103175,0.857143,0.92674,33.0,37.666667,0.142857,0.184371,1.142857,1.239927,8.0,9.0,0.714286,0.716728,0.0,0.025641,0.142857,0.103175,0.0,0.0,0.0,0.025641,0.0,0.0,0.142857,0.261294,0.142857,0.261294,0.428571,0.194139,0.142857,0.180098,0.0,0.055556,0.142857,0.047619,0.0,0.0,0.0,0.0,0.142857,0.154457,0.0,0.076923,0.0,0.055556,0.5,0.55291,0.375,0.357804,0.125,0.089286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2021,False,13,1904855,14.459916,0.030026,6.824666,6,1,0.0,0.769231,0.0,0.153846,0.076923,0.923077,50.0,0.153846,1.230769,13,0.769231,0.0,0.0,0.0,0.0,0.0,0.461538,0.230769,0.230769,0.0,0.0,0.0,0.076923,0.0,0.153846,0.0,0.076923,0.6875,0.1875,0.0625,0.0625,0.0,0.0,0.0,6.0,7.0,13.0,3.244422,3.917037,7.426297,8.666667,3.091206,4.862585,1.833497,-1.0,-0.672615,3.079214,5.865457,0.0,0.025641,0.666667,0.566545,0.0,0.025641,0.0,0.194139,0.333333,0.15873,1.0,0.92674,40.0,36.0,0.0,0.07326,1.0,1.07326,6.0,8.333333,0.666667,0.716728,0.0,0.025641,0.166667,0.103175,0.166667,0.055556,0.0,0.025641,0.0,0.0,0.333333,0.261294,0.166667,0.205739,0.333333,0.30525,0.166667,0.180098,0.0,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.333333,0.210012,0.0,0.076923,0.0,0.0,0.666667,0.626984,0.166667,0.228175,0.0,0.089286,0.0,0.0,0.0,0.0,0.166667,0.055556,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2022,False,7,1942951,14.479719,0.019999,3.602767,7,1,0.0,0.285714,0.142857,0.142857,0.142857,1.0,42.0,0.0,1.0,7,0.714286,0.0,0.142857,0.0,0.0,0.0,0.142857,0.714286,0.0,0.142857,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.714286,0.285714,0.0,0.0,0.0,0.0,0.0,13.0,6.0,7.0,6.824666,3.244422,3.917037,8.666667,3.091206,4.662042,1.553665,7.0,3.580245,3.161697,6.143022,0.0,0.0,0.769231,0.669109,0.0,0.0,0.153846,0.194139,0.076923,0.184371,0.923077,0.92674,50.0,41.0,0.153846,0.098901,1.230769,1.124542,13.0,9.0,0.769231,0.716728,0.0,0.0,0.0,0.103175,0.0,0.055556,0.0,0.0,0.0,0.0,0.461538,0.312576,0.230769,0.180098,0.230769,0.330891,0.0,0.103175,0.0,0.0,0.0,0.047619,0.076923,0.025641,0.0,0.0,0.153846,0.210012,0.0,0.0,0.076923,0.025641,0.6875,0.618056,0.1875,0.243056,0.0625,0.0625,0.0625,0.020833,0.0,0.0,0.0,0.055556,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2023,False,14,1970497,14.493796,0.014177,7.104807,8,1,0.0,0.428571,0.071429,0.142857,0.142857,0.857143,38.0,0.214286,1.214286,14,0.5,0.0,0.142857,0.0,0.0,0.0,0.214286,0.428571,0.071429,0.071429,0.071429,0.071429,0.0,0.0,0.142857,0.142857,0.071429,0.705882,0.235294,0.058824,0.0,0.0,0.0,0.0,7.0,13.0,6.0,3.602767,6.824666,3.244422,8.666667,3.091206,4.557285,1.609941,-6.0,-3.221899,3.284467,6.472033,0.0,0.0,0.285714,0.573871,0.142857,0.047619,0.142857,0.098901,0.142857,0.184371,1.0,0.974359,42.0,44.0,0.0,0.051282,1.0,1.076923,7.0,8.666667,0.714286,0.716728,0.0,0.0,0.142857,0.103175,0.0,0.055556,0.0,0.0,0.0,0.0,0.142857,0.312576,0.714286,0.370574,0.0,0.188034,0.142857,0.103175,0.0,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.285714,0.257631,0.0,0.0,0.0,0.025641,0.714286,0.689484,0.285714,0.213294,0.0,0.020833,0.0,0.020833,0.0,0.0,0.0,0.055556,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2024,False,11,2000872,14.509094,0.015415,5.497603,9,1,0.0,0.454545,0.0,0.0,0.181818,1.0,34.0,0.090909,1.090909,8,0.363636,0.0,0.090909,0.0,0.181818,0.0,0.272727,0.181818,0.0,0.090909,0.181818,0.090909,0.181818,0.0,0.181818,0.181818,0.090909,0.416667,0.416667,0.083333,0.083333,0.0,0.0,0.0,14.0,7.0,13.0,7.104807,3.602767,6.824666,11.333333,3.091206,5.84408,1.588969,7.0,3.502039,3.456518,6.916051,0.0,0.0,0.428571,0.494505,0.071429,0.071429,0.142857,0.14652,0.142857,0.120879,0.857143,0.92674,38.0,43.333333,0.214286,0.122711,1.214286,1.148352,14.0,11.333333,0.5,0.661172,0.0,0.0,0.142857,0.095238,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.272894,0.428571,0.457875,0.071429,0.100733,0.071429,0.071429,0.071429,0.02381,0.071429,0.02381,0.0,0.025641,0.0,0.0,0.142857,0.194139,0.142857,0.047619,0.071429,0.049451,0.705882,0.702556,0.235294,0.236169,0.058824,0.040441,0.0,0.020833,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
ID,16,Idaho,West,Mountain,2025,True,,2029733,14.523415,0.014424,0.0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,7.0,5.497603,7.104807,3.602767,10.666667,2.867442,5.401726,1.431308,-3.0,-1.607204,3.455844,7.01444,0.0,0.0,0.454545,0.38961,0.0,0.071429,0.0,0.095238,0.181818,0.155844,1.0,0.952381,34.0,38.0,0.090909,0.101732,1.090909,1.101732,8.0,9.666667,0.363636,0.525974,0.0,0.0,0.090909,0.125541,0.0,0.0,0.181818,0.060606,0.0,0.0,0.272727,0.209957,0.181818,0.441558,0.0,0.02381,0.090909,0.101732,0.181818,0.084416,0.090909,0.054113,0.181818,0.060606,0.0,0.0,0.181818,0.203463,0.181818,0.108225,0.090909,0.054113,0.416667,0.612278,0.416667,0.312558,0.083333,0.047386,0.083333,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2015,False,21,12858913,16.369548,0.0,1.633108,0,0,0.095238,0.714286,0.0,0.285714,0.047619,0.952381,29.0,0.047619,1.095238,15,0.238095,0.619048,0.142857,0.0,0.0,0.0,0.190476,0.095238,0.47619,0.0,0.047619,0.0,0.142857,0.0,0.047619,0.333333,0.0,0.913043,0.043478,0.043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2016,False,26,12820527,16.366558,-0.002985,2.027998,1,0,0.038462,0.730769,0.0,0.115385,0.076923,1.0,35.0,0.153846,1.153846,19,0.346154,0.576923,0.076923,0.0,0.0,0.0,0.5,0.269231,0.192308,0.0,0.0,0.0,0.038462,0.0,0.076923,0.423077,0.038462,0.733333,0.133333,0.1,0.033333,0.0,0.0,0.0,21.0,0.0,0.0,1.633108,0.0,0.0,21.0,0.0,1.633108,0.0,21.0,1.633108,3.103215,39.784858,0.095238,0.095238,0.714286,0.714286,0.0,0.0,0.285714,0.285714,0.047619,0.047619,0.952381,0.952381,29.0,29.0,0.047619,0.047619,1.095238,1.095238,15.0,15.0,0.238095,0.238095,0.619048,0.619048,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.190476,0.190476,0.095238,0.095238,0.47619,0.47619,0.0,0.0,0.047619,0.047619,0.0,0.0,0.142857,0.142857,0.0,0.0,0.047619,0.047619,0.333333,0.333333,0.0,0.0,0.913043,0.913043,0.043478,0.043478,0.043478,0.043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2017,False,19,12778828,16.3633,-0.003253,1.486834,2,0,0.105263,0.578947,0.0,0.263158,0.210526,0.947368,26.0,0.0,1.0,13,0.315789,0.473684,0.210526,0.0,0.0,0.0,0.368421,0.263158,0.0,0.157895,0.105263,0.052632,0.052632,0.0,0.210526,0.210526,0.052632,0.842105,0.157895,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,2.027998,1.633108,0.0,23.5,2.5,1.830553,0.197445,5.0,0.394889,2.96958,37.94775,0.038462,0.06685,0.730769,0.722527,0.0,0.0,0.115385,0.200549,0.076923,0.062271,1.0,0.97619,35.0,32.0,0.153846,0.100733,1.153846,1.124542,19.0,17.0,0.346154,0.292125,0.576923,0.597985,0.076923,0.10989,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.345238,0.269231,0.182234,0.192308,0.334249,0.0,0.0,0.0,0.02381,0.0,0.0,0.038462,0.090659,0.0,0.0,0.076923,0.062271,0.423077,0.378205,0.038462,0.019231,0.733333,0.823188,0.133333,0.088406,0.1,0.071739,0.033333,0.016667,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2018,False,20,12723071,16.358928,-0.004363,1.571948,3,0,0.05,0.7,0.0,0.1,0.2,0.9,35.0,0.05,1.05,18,0.35,0.55,0.1,0.0,0.0,0.0,0.2,0.3,0.15,0.2,0.05,0.05,0.0,0.0,0.2,0.4,0.0,0.857143,0.047619,0.0,0.095238,0.0,0.0,0.0,19.0,26.0,21.0,1.486834,2.027998,1.633108,22.0,2.94392,1.71598,0.228568,-7.0,-0.541163,3.027827,38.523258,0.105263,0.079654,0.578947,0.674667,0.0,0.0,0.263158,0.221419,0.210526,0.111689,0.947368,0.966583,26.0,30.0,0.0,0.067155,1.0,1.083028,13.0,15.666667,0.315789,0.300013,0.473684,0.556552,0.210526,0.143436,0.0,0.0,0.0,0.0,0.0,0.0,0.368421,0.352966,0.263158,0.209209,0.0,0.222833,0.157895,0.052632,0.105263,0.050961,0.052632,0.017544,0.052632,0.077983,0.0,0.0,0.210526,0.111689,0.210526,0.322312,0.052632,0.030364,0.842105,0.829494,0.157895,0.111569,0.0,0.047826,0.0,0.011111,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2019,False,13,12671821,16.354891,-0.004028,1.025898,4,0,0.0,0.692308,0.153846,0.153846,0.076923,1.0,32.0,0.0,1.0,9,0.076923,0.615385,0.076923,0.0,0.0,0.0,0.384615,0.153846,0.153846,0.230769,0.076923,0.0,0.0,0.0,0.230769,0.153846,0.076923,0.923077,0.0,0.076923,0.0,0.0,0.0,0.0,20.0,19.0,26.0,1.571948,1.486834,2.027998,21.666667,3.091206,1.695593,0.2376,1.0,0.085113,3.036541,38.478504,0.05,0.064575,0.7,0.669906,0.0,0.0,0.1,0.159514,0.2,0.162483,0.9,0.949123,35.0,32.0,0.05,0.067949,1.05,1.067949,18.0,16.666667,0.35,0.337314,0.55,0.533536,0.1,0.12915,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.35614,0.3,0.277463,0.15,0.114103,0.2,0.119298,0.05,0.051754,0.05,0.034211,0.0,0.030364,0.0,0.0,0.2,0.162483,0.4,0.344534,0.0,0.030364,0.857143,0.81086,0.047619,0.112949,0.0,0.033333,0.095238,0.042857,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2020,False,13,12795348,16.364592,0.009748,1.015994,5,0,0.076923,0.615385,0.0,0.076923,0.307692,1.0,26.0,0.076923,1.076923,9,0.230769,0.538462,0.230769,0.0,0.0,0.0,0.538462,0.230769,0.153846,0.0,0.076923,0.0,0.0,0.0,0.076923,0.384615,0.076923,0.785714,0.142857,0.0,0.071429,0.0,0.0,0.0,13.0,20.0,19.0,1.025898,1.571948,1.486834,17.333333,3.091206,1.36156,0.239879,-7.0,-0.546049,3.02523,38.708869,0.0,0.051754,0.692308,0.657085,0.153846,0.051282,0.153846,0.172335,0.076923,0.162483,1.0,0.949123,32.0,31.0,0.0,0.016667,1.0,1.016667,9.0,13.333333,0.076923,0.247571,0.615385,0.546356,0.076923,0.12915,0.0,0.0,0.0,0.0,0.0,0.0,0.384615,0.317679,0.153846,0.239001,0.153846,0.101282,0.230769,0.196221,0.076923,0.077395,0.0,0.034211,0.0,0.017544,0.0,0.0,0.230769,0.213765,0.153846,0.254791,0.076923,0.043185,0.923077,0.874108,0.0,0.068505,0.076923,0.025641,0.0,0.031746,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2021,False,28,12703354,16.357377,-0.00719,2.204142,6,1,0.035714,0.607143,0.035714,0.142857,0.214286,0.964286,27.5,0.035714,1.035714,22,0.428571,0.464286,0.071429,0.0,0.0,0.0,0.214286,0.285714,0.178571,0.142857,0.107143,0.035714,0.035714,0.0,0.071429,0.178571,0.107143,0.758621,0.172414,0.0,0.068966,0.0,0.0,0.0,13.0,13.0,20.0,1.015994,1.025898,1.571948,15.333333,3.299832,1.204613,0.259776,0.0,-0.009904,3.079214,39.116348,0.076923,0.042308,0.615385,0.669231,0.0,0.051282,0.076923,0.110256,0.307692,0.194872,1.0,0.966667,26.0,31.0,0.076923,0.042308,1.076923,1.042308,9.0,12.0,0.230769,0.219231,0.538462,0.567949,0.230769,0.135897,0.0,0.0,0.0,0.0,0.0,0.0,0.538462,0.374359,0.230769,0.228205,0.153846,0.152564,0.0,0.14359,0.076923,0.067949,0.0,0.016667,0.0,0.0,0.0,0.0,0.076923,0.169231,0.384615,0.312821,0.076923,0.051282,0.785714,0.855311,0.142857,0.063492,0.0,0.025641,0.071429,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
IL,17,Illinois,Midwest,East North Central,2022,False,24,12609577,16.349967,-0.007382,1.903315,7,1,0.0,0.791667,0.0,0.125,0.208333,0.958333,38.0,0.041667,1.041667,22,0.333333,0.333333,0.0,0.0,0.0,0.0,0.375,0.291667,0.25,0.041667,0.0,0.0,0.041667,0.0,0.083333,0.083333,0.0,0.72,0.16,0.08,0.0,0.04,0.0,0.0,28.0,13.0,13.0,2.204142,1.015994,1.025898,18.0,7.071068,1.415345,0.557779,15.0,1.188148,3.161697,39.867658,0.035714,0.037546,0.607143,0.638278,0.035714,0.063187,0.142857,0.124542,0.214286,0.199634,0.964286,0.988095,27.5,28.5,0.035714,0.037546,1.035714,1.037546,22.0,13.333333,0.428571,0.245421,0.464286,0.539377,0.071429,0.126374,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.379121,0.285714,0.223443,0.178571,0.162088,0.142857,0.124542,0.107143,0.086996,0.035714,0.011905,0.035714,0.011905,0.0,0.0,0.071429,0.126374,0.178571,0.239011,0.107143,0.086996,0.758621,0.822471,0.172414,0.10509,0.0,0.025641,0.068966,0.046798,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
